Distributor Name,Medicine Name,State,District,City,Address,Contact Number,Verified,Additional Notes,Created Time,Updated Time
AYYAPPA ACENCIES,Tocilizumab,Tamil Nadu,,,"19E & 19F, FIRST FLOORNORTH CAR STREETNEXT TO HEAD POST OFFICENAGERCOIL,NAGERCOIL,629001",,,,,
AAR AAR HEALTHCARE (BATRA),Tocilizumab,Delhi,,,"18, Basement Sant NagarEast of KailashGreater Kailash (50),New Delhi,110065",,,,,
VINIT MEDICAL AGENCIES,Tocilizumab,Madhya Pradesh,,,"SHOP NO./PLOT NO. L.G. 179, DAWA BAZAR13-14 RNT MARG , INDOREINDORE,INDORE,452001",,,,,
SREE SAI ENTERPRISES,Tocilizumab,Tamil Nadu,,,"1st IInd & 3rf Floor, Amman Koil StreetVenuvampet,CHENNAI,600091",,,,,
M/S.GUDDODGI PHARMACEUTICAL DISTRIB,Tocilizumab,Karnataka,,,"CELLAR GROUND1ST & 2ND Flr.Godabole MalaNear Tilak kannya schoolBIJAPUR,bijapur,586101",,,,,
M/S.YASHIKA AGENCIES,Tocilizumab,Karnataka,,,"CTS NO-2938,A+B+C, WARD NO-1SHOP NO-011ST Flr METROPOLIS ANNEXEKoppikar Rd.HUBLI,HUBLI,580020",,,,,
Pharma Cube,Tocilizumab,Delhi,,,"144, 1st Floor, Lal Dora Extn,Amberhai Village, Sector -19, Dwarka,New Delhi,110075",,,,,
SOUTHEND PHARMA PVT.LTD.,Tocilizumab,West Bengal,,,"P-58/A, CIT ROADP.S. PHOOL BAGANKOLKATA,KOLKATA,700054",,,,,
SHRI GURU GANESH PHARMA,Tocilizumab,Maharashtra,,,"SHOP NO. 1WARD NO 11 , BEHIND DR. PARTANI HOSPITALDR. HEDGEWAR MARGPARBHANI,PARBHANI,431401",,,,,
GLOBAL LIFE CARE,Tocilizumab,Tamil Nadu,,,"NO 3, Ground Floor, 7TH CROSS, 5THTRICY, TAMILNADUSHRINIVASA NAGAR, SOUTH VAYALUR
ROAD,Trihcy,620017",,,,,
PARAS AGENCIES,Tocilizumab,Maharashtra,,,"House No. 6/62, CST No :- 3529,Ground Floor, Main Road,Nimbalkar Galli,Taluka Osmanabad,Osmanabad,413501",,,,,
KHATRI MEDICAL AND SURGICALS(Apollo,Tocilizumab,Chhattisgarh,,,"SHOP NO.40-41 GROUND BASEMENT1ST , 2 ND ,3RD , 4TH & 5TH FLR,OLD MEDICAL COMPLEXG.E.ROAD WARD
NO. 36RAJBANDHA MAIDAN,RAIPUR,492001",,,,,
AUROBINDO DRUGS (RAJAHMUNDRY),Tocilizumab,Andhra Pradesh,,,"2ND FLOORKORUKONDA RDRAJAMAHENDRAVARAMRAJAHMUNDRY,RAJAHMUNDRY,533101",,,,,
SRI ENTERPRISES,Tocilizumab,Kerala,,,"1/115-2KEDARAMKOTTEKAD RdVIYYUR POTHRISSUR,THRISSUR,680010",,,,,
ATC PHARMA PVT. LTD.,Tocilizumab,Gujarat,,,"MILKAT NO. 08, 22903 021, 4TH FLOORPATEL COMPLEXPATNI MOHALLAWADIWADI, RAOPURA,BARODA,390001",,,,,
J P Pharma Solutions Pvt Ltd,Tocilizumab,Punjab,,,"SCF NO 90D-28 Basement and Ground FloorIndustrial Area Phase 1MohaliMohali,Mohali,160055",,,,,
NU SRI SHYAM PHARMACEUTICALS PVT. L,Tocilizumab,West Bengal,,,"202 A, MOTILAL GUPTA ROADKOLKATA,KOLKATA,700082",,,,,
SHRI SHIVAY SANKATMOCHAN PHARMA Pvt,Tocilizumab,Uttar Pradesh,,,"K 62/13 SAPTSAGARMAIDAGINVISHESHWARGANJKOTWALI,VARANASI,221001",,,,,
PARIKH MEHTA AGENCY,Tocilizumab,Gujarat,,,"A 59 B11 KILACHAN SHOPPING CENTERSTATION RDPATANNORTH GUJARAT,PATAN,384269",,,,,
AUSHADH DISTRIBUTORS (UDAIPUR),Tocilizumab,Rajasthan,,,"A-06, FF-04, NEAR BIG BOSS STUDIO,GOVIND MAR, ADARSH NAGAR,JAIPUR,302001",,,,,
DRUG N DEAL,Tocilizumab,Madhya Pradesh,,,"SHOP NO 25MEDICINE COMPLEX, NAPIER TOWNSHATRI BRIDGE ROADJABALPURJABALPUR,JABALPUR,482002",,,,,
YOGIRAM PHARMA,Tocilizumab,Tamil Nadu,,,"(A UNIT OF YOGIRAM DISTRIBUTORS PVT LTD)A.L.C CAMPUSMANJAKUPPAM - CDLMOCUDDALORE
MPTY,CUDDALORE,607901",,,,,
AUSHADH DISTRIBUTORS KOTA (NEW),Tocilizumab,Rajasthan,,,"SHOP NO 2, 78 SINDHI COLONY,GUMANPURA KOTA,KOTA,324006",,,,,
M/s.Kacholiya Medical Agencies,Tocilizumab,Maharashtra,,,"Final Plot No 17, Shanti Mahadev Height,Shop No- 202 S NO. 622 1 622 A 1,Gole Colony, Taluka Mahanagar Palika1 to
61 Nashik Z 1 District,Nashik,422011",,,,,
SHREE SAI ENTERPRISES,Tocilizumab,Maharashtra,,,"SHOP NO 3 & 4, PLOT NO 61-62CHATURBHUJ CHSLSECTOR 21, KHARGHARNAVI MUMBAI,KHARGHAR,410210",,,,,
AMBAJI DISTRIBUTION CENTRE,Tocilizumab,Maharashtra,,,"PART A, 221, CRAFTS DE FLUORCSENTGOREGAON MULUND LINK RdOPP. L B S MARG,BHANDUP WESTMUMBAI -
CENTRAL,MUMBAI,400078",,,,,
GODAVARI PHARMA SALES PVT. LTD.,Tocilizumab,Maharashtra,,,"SHOP NO 2KRISHNAKUNJ SANKULNEAR CHINTAMANI HOSPITALTILAKALI,
RATNAGIRIRATNAGIRI,RATNAGIRI,415612",,,,,
BHAGYA SHREE PHARMA,Tocilizumab,Rajasthan,,,"TIMBAR MARKET HIRAGAR WADI, SHEOGANJRAJASTHANSIROHI,SHEOGANJ,307027",,,,,
NEW GARODIA DISTRIBUTOR,Tocilizumab,Maharashtra,,,"101, TODI BHAWANMODI PATEL RdBHAYANDER WEST,BHAYANDER WEST,401101",,,,,
AKSHAR PHARMACEUTICALS (KNL),Tocilizumab,Haryana,,,"145, MARKANDEY COMPLEXSENA NAGAR, DHULKOTAMBALA CITYAMBALA CITY,AMBALA CITY,134003",,,,,
AKSHAR PHARMACEUTICALS (HSR),Tocilizumab,Haryana,,,"145, MARKANDEY COMPLEXSENA NAGAR, DHULKOTAMBALA CITYAMBALA CITY,AMBALA CITY,134003",,,,,
AKSHAR PHARMACEUTICALS (AMB),Tocilizumab,Haryana,,,"145, MARKANDEY COMPLEXSENA NAGAR, DHULKOT,AMBALA CITYAMBALA CITY,AMBALA,134003",,,,,
AKSHAR PHARMACEUTICALS (YNR),Tocilizumab,Haryana,,,"145, MARKANDEY COMPLEXSENA NAGAR, DHULKOT,AMBALA CITYAMBALA CITY,AMBALA,134003",,,,,
K RAJ & CO. *,Tocilizumab,Gujarat,,,"12/1148, 1ST FLOORRAZAK BAND LANE,DAR-E-ELAAF,LUHAR POLE,SHAHPORE,,SURAT,395003",,,,,
A. S. PHARMA Pvt. Ltd ( MAX ),Tocilizumab,Delhi,,,"E-47/10 Ground FloorPhase -2Okhla Industrial Area Phase IINew DelhiNew Delhi,DELHI,110020",,,,,
AKSHAR PHARMACEUTICALS (PNP),Tocilizumab,Haryana,,,"145, MARKANDEY COMPLEXSENA NAGAR, DHULKOTAMBALA CITYAMBALA CITY,AMBALA CITY,134003",,,,,
MEDILINE AGENCIES (TRICHY),Tocilizumab,Tamil Nadu,,,"D.NO:204/1,1ST FLOOR,G.V RESIDENCY,NEAR FUN REPUBLIC
MALLMASAKALIPALAYAMSOWRIPALAYAM,COIMBATORE,641028",,,,,
A.T.C. PHARMA PVT. LTD.,Tocilizumab,Gujarat,,,"PLOT NO 01, GROUND FLOORR.S. NO. 311,OPP KIRAN HOSPITALVASTADEVDI RDKATARGAM,SURAT,395009",,,,,
OM SAI MEDICOS,Tocilizumab,Rajasthan,,,"HADA CHOWKBEHIND MARU MANDIRSTATION ROAD,SIKAR,332001",,,,,
MEDI HOME,Tocilizumab,Himachal Pradesh,,,"H.NO.2/4 FIRST FLOORHOSPITAL ROAD MANDITEHSIL SADAR,MANDI,175001",,,,,
Shanmukhadeva Medical &Surgical age,Tocilizumab,Telangana,,,"H.No - 10-13First FloorR.P RoadOpp Badrinarayana HospitalMancherial,Mancherial,504208",,,,,
SANJEEVANI ENTERPRISES (North) DLH,Tocilizumab,Delhi,,,"86 A, Hall No 2, 3rd FloorKH No 204 - 2, Village Chandrawali,Jagat Puri, Main 100 FT Road, Shahdara,Delhi,110093",,,,,
SANJEEVANI ENTERPRISES (EAST) DLH,Tocilizumab,Delhi,,,"86 A, Hall No 2, 3rd FloorKH No 204 - 2, Village Chandrawali,Jagat Puri, Main 100 FT Road, Shahdara,Delhi,110093",,,,,
MAHARASHTRA SAFE CHEMISTS & DISTRIB,Tocilizumab,Maharashtra,,,"KATRAK ROAD JUNCTION,NEAR RAM MANDIR, WADALA,THANE WESTERN (MEDICON LIFECARE)306, HANUMAN
INDUSTRIAL ESTATE,,WADALA,400031",,,,,
SRI SRI MEDICALS,Tocilizumab,Telangana,,,"D.No:9-10-40 & 40/1Ground floor,1st Floor & 2nd FloorDurgeshwara Swamy Temple Lane,Warangal,506002",,,,,
MJT PHARMA,Tocilizumab,Gujarat,,,"Shop no C 85 & 88,Katira Medical MarketKatira ComplexRTO Relocation SiteMadhapar Rd,Bhuj,370001",,,,,
AKSHAR PHARMACEUTICALS (PKL),Tocilizumab,Haryana,,,"145, MARKANDEY COMPLEXSENA NAGAR, DHULKOT,AMBALA CITYAMBALA CITY,AMBALA,134003",,,,,
MEDISENSE,Tocilizumab,Punjab,,,"C-102 , A-17 PHASE 7INDUSTRIAL AREA TALUKA AJITGARHSAS NAGAR,MOHALI,160062",,,,,
Shree Balaji Medicals,Tocilizumab,Maharashtra,,,"Shop No 1, Ground Floor, 1 st Floor,PR No 1296, S. No3 183 15 2,Shivshakti Nagar, Sukewadi Road,Sukewadi Tal
Sangamner, Dist Ahemednagar,Ahemednagar,422605",,,,,
KAVYA PHARMA,Tocilizumab,Punjab,,,"BUILDING NO 1333/12-13KUCHA DAL KHANA KATRA SHER SINGH,AMRITSAR,143001",,,,,
RUDRA ENTERPRISES,Tocilizumab,Madhya Pradesh,,,"SHOP NO. - M 08 , PLOT NO. - 26LALWANI TOWERHAMIDIA ROADTEHSIL. HUZURDISTRICT - BHOPAL ,
BHOPAL,BHOPAL,462001",,,,,
Lucky Pharmaceuticals Pvt. Ltd.(Apo,Tocilizumab,Delhi,,,"BASEMENT PLOT NO - F 26/3,OKHLA PHASE - II,NEW DELHI,110020",,,,,
PANDHARPUR DRUG HOUSE,Tocilizumab,Maharashtra,,,"ROOM NO 1 TO 5, H NO. 4529/3BFIRST FLOORSATWIKSAGAR BUNGLOWSTATION ROAD,
PANDHARPURPANDHARPUR,PANDHARPUR,413304",,,,,
ARNOVA HEALTHCARE (LKN),Tocilizumab,Uttar Pradesh,,,"SECTOR MLDA COLONYASHIYANAKANUR ROADLUCKNOW,LUCKNOW,226012",,,,,
Labh Agencies,Tocilizumab,Gujarat,,,"106/107, Gurukrupa TowerMoti Tanki ChawkRajkot,Rajkot,360001",,,,,
HAPPY MEDICAL AGENCY,Tocilizumab,Gujarat,,,"UL-32 UL-32/1 PROPERTY NO. 9/1597 9/1598,AKASHGANGA COMPLEX,NR. S.T.
STANDHIMATNAGHAR,HIMATNAGAR,383001",,,,,
LIFECARE PHARMA PRIVATE LIMITED,Tocilizumab,Tamil Nadu,,,"NEW NO:16, (OLD NO:.11) 8TH STREETGOPALAPURAM,CHENNAI,600086",,,,,
KUNDAN DISTRIBUTORS PVT LTD,Tocilizumab,Maharashtra,,,"SHOP NO 1,2,3 & GR.FLOFFICE NO 1,2,3,4 & 1ST FL (MEZZANINE)1256, Suvidhya ApartmentNimbalkar Talim
ChowkSADASHIV PETH, PUNE,PUNE,411030",,,,,
VARDHMAN MEDICAL AGENCY,Tocilizumab,Gujarat,,,"8/19/12, 2ND FLOORSAFDAQ SQUARE,DARPAN CINEMA RDSTATION RDDAHOD,DAHOD,389151",,,,,
KOTHARI MEDICAL AGENCIES,Tocilizumab,Madhya Pradesh,,,"SHOP NO. 89 - 90COLLEGE ROADRATLAM,RATLAM,457001",,,,,
PHARMA DOT COM,Tocilizumab,Madhya Pradesh,,,"SHOP NO. 131/6, S 03,MEDICINE COMPLEXBHAWARTAL EXTENSION , NAPIER TOWNSHASTRI
BRIDGEJABALPUR,JABALPUR,482001",,,,,
SESHA BALAJEE MEDISOLUTIONS PVT.LTD,Tocilizumab,Andhra Pradesh,,,"GROUND FLR DNO 31-31-16/1SAIBABA STREETDABAGARDENSVISAKHAPATNAM 530 020,VISAKHAPATNAM,530020",,,,,
DEEPMALA MEDICALS,Tocilizumab,Rajasthan,,,"MARETHIYA BASSCOMPANY BAGH ROADNEAR GENERAL HOSPITAL,ALWAR,301001",,,,,
BDR PHARMACEUTICALS INTERNATIONAL P,Tocilizumab,Maharashtra,,,"BLDG NO.C-7 UNIT NO.37FIRST FLOOR, BHUMI COMPLEX, SR NO.72/2/APIMPLAS, TALATHIGROUND FLOOR, UNIT
NO.137SAJA VILLAGE, BHIWANDI,THANE ZONE Z5,421302",,,,,
RAVINDRANATH GE MEDICALS ASSOCIATES,Tocilizumab,Telangana,,,"PVT LTD (AWARE GLOBAL)SOWBHAGYA NAGARLINGOJIGUDAD NO: 08-16-01, 04TH FLOORSAROOR
NAGAR,RANGAREDDY,500072",,,,,
A.S. PHARMA PRIVATE LIMITED (T),Tocilizumab,Assam,,,"TULSI HARI BHAWANGMCH, BIRUBARI RDRUPNAGAR, INDRAPURGUWAHATI, ASSAM,GUWAHATI,781032",,,,,
OLIVE HOSPITALS PRIVATE LIMITED,Tocilizumab,Telangana,,,"(CENTRAL PHARMACY STORE)NANAL NAGARMAHDIPATNAMD NO : 12-2-718/3,4,5 05TH
FLOORHYDERABAD,HYDERABAD,500024",,,,,
APOLLO HOSPITALS ENTERPRISE LTD,Tocilizumab,Telangana,,,"SY NO.403JUBILEE HILLSAMEERPETAPOLLO HOSPITALS COMPLEXHYDERABAD,HYDERABAD,500033",,,,,
CENTURY SUPER SPECIALITY HOSPITALS,Tocilizumab,Telangana,,,"MEDICALS (A UNIT OF CENTURY SUPERD NO: 8-2-703, GROUND FLOORROAD NO-12SPECIALITY HOSPITALS PVT
LTDBANJARA HILLS, AMEERPET,HYDERABAD,500034",,,,,
Sovereign Pharma Pvt Ltd,Tocilizumab,Dadra & Nagar Haveli & Daman & Diu,,,"Survey No 46/1,Kadaiya Village Nani DamanBharat Industrial Estate,Nani Daman,396210",,,,,
NAVODAYA MEDICAL HALL (A UNIT OF SR,Tocilizumab,Telangana,,,"NAVODAYA INSTITUTE OF MEDICALD NO: 1-7-70 TO 73,ROOM NO-2 GROUND FLOOR PARADISE
CIRCLESCIENCES PRIVATE LIMITEDP D ROAD,SECUNDERABAD, MAREDPALLY,500003",,,,,
SRI SRI HOLISTIC HOSPITAL A UNIT OF,Tocilizumab,Telangana,,,"RAMACHANDRA HEALTH SERVICES PVT LTD)HYDER NAGARNIZAMPET ROAD1-2-49-13 B GROUNG FLOOR-
2KUKATPALLI,MALKAJGIRI,500072",,,,,
Medihauxe Pharma Pvt. ltd,Tocilizumab,Telangana,,,"BHAT???S SQUARE,7-1-397.102 7 ANEAR COMMUNITY HALLSANJEEV REDDY NAGAR,,Hyderabad,500038",,,,,
PACE MEDICALS - IP (A UNIT OF OMRV,Tocilizumab,Telangana,,,"HOSPITALS PVT LTD)MADHAPURSERLINGAMPALLYP NO:23 S NO:64 04th
FLOORRANGAREDDY,HYDERABAD,500019",,,,,
N MEDIZONE PHARMACY,Tocilizumab,Telangana,,,"D NO: 11-13-201/33L B NAGARSAROOR NAGARGREEN HILLSSAROOR NAGAR,RANGAREDDY,500035",,,,,
AJARA PHARMACY,Tocilizumab,Telangana,,,"H NO SY NO.632,633,658 OPP SUBOPP: POLICE PARADE GROUND KISHANPURA SIKHWADASTATION AJARA
CROSS ROADSMULUGU ROAD WARANGAL,WARANGAL URBAN,506001",,,,,
VENKATESHWARA ORTHO HEALTH CARE,Tocilizumab,Telangana,,,"PVT LTD-SRIKARA HOSPITALSEUNDERABADSEUNDERABADD NO : 10-3-188, ST JOHNS
ROADSEUNDERABAD,SEUNDERABAD,500025",,,,,
TRUSTEE (s) OF CHEMIST ASSOCIATION,Tocilizumab,Maharashtra,,,"OF PUNE DISTRICTKUMAR PRESTIGE POINT , H. NO. 283OPP.CHINCHECHI TALIM , SHUKRWAR PETHOFFICE NO -
67 & 68, 2ND FLR ,SADASHAVI PETH,PUNE,411002",,,,,
LAXMI PHARMA,Tocilizumab,Maharashtra,,,"WARD NO 10, FIRST FLOORMALMATTA NO 45/49,LAXMI BHAVAN , CHIKHLI ROADSANE NAGAR , NEAR TAHSIL
CHOWK ,,Buldhana,443001",,,,,
SRI PARSHVA DRUG HOUSE,Tocilizumab,Karnataka,,,"NO 3023 AND 3039, PARSHVA ARCADE,3RD FLOOR,5TH MAIN,15TH CROSSBANASHANKARI 2ND
STAGE,BANGALORE,BANGALORE,560070",,,,,
Relief Drug Agency Bhuj,Tocilizumab,Gujarat,,,"Shop No. 45, ''A'' Wing,Katira ComplexR T O Relocation SiteBhujKachchh,Bhuj,370011",,,,,
M/s. Indira Medical Agencies,Tocilizumab,Maharashtra,,,"Shop No 1, 2 & 5In No 704016 56 57 & 60Safalya Apartment, Gole ColonyMahanagar Palika 1 to 61,Nashik,422002",,,,,
RAVINDRA HOSPITALS (PHARMACY),Tocilizumab,Telangana,,,"DNO-13-18-79/B/NRCHAITANYAPURI SAROOR NAGARSAROORNAGARGROUND FLOOR KAMALA
NAGARHYDERABAD,HYDERABAD,500060",,,,,
Adeline Pharma Pvt Ltd,Tocilizumab,West Bengal,,,"105, Mahatma Gandhi RoadKOLKATA,KOLKATA,700104",,,,,
KUNDAN DISTRIBUTORS PVT LTD (ASU),Tocilizumab,Maharashtra,,,"GR.FL.,PLOT NO.1,2,3,SR.NO.43/44/5,CTS NO.4009,PARVATI INDUSTRIAL ESTATEPUNE SATARA ROADPARVATI ,
PUNEPUNE,PUNE,411009",,,,,
SHRI PARVATHY HEALTHCARE,Tocilizumab,Tamil Nadu,,,"BROOKE BOND COLONY4,5 GROUND FLOOR AND FIRST FLOOR,KRISHNASWAMY
ROADR.S.PURAMCOIMBATORE,COIMBATORE,641002",,,,,
PURANI HOSPITAL SUPPLIES PRIVATE,Tocilizumab,Tamil Nadu,,,"RAMNAGAR117, SENGUPTA STREETCOIMBATORE,COIMBATORE,641009",,,,,
SIND MEDICAL STORES (NEW),Tocilizumab,Maharashtra,,,"(AGENCIES DEPARTMENT)DESH BANDHU WARDBANK STREETGONDIA,GONDIA,441601",,,,,
PRANIC HEALTHCARE DISTRIBUTORS,Tocilizumab,Maharashtra,,,"SHOP NO.1 & 2 ,KALPATARU CLASSIC,CHAKRADHAR NAGARS.T.DEPOT RD, NALASOPARA ( W )DIST
THANE,NALASOPARA ( W ),401203",,,,,
M/s. Supreme Enterprises,Tocilizumab,Maharashtra,,,"Shop No 6 H No 704 / 0480 / K / S / 04,Sr No 622 and 622 A-1, Krushnaraj AptGole Colony, Mahanagar Palika 1 To
61Nashik Z 1 District,Nashik,422002",,,,,
MEHER DISTRIBUTORS PVT.LTD VASAI,Tocilizumab,Maharashtra,,,"SHOP NO.8 1ST FLR & SHOP NO.9, 2ND FLRMAHAVIR PLAZASURVEY NO.208A (NEW) 203A (OLD)HISSA NO.17 B,
VILLAGE SANDORVASAI WEST,VASAI,401202",,,,,
Garg Pharmaceuticals,Tocilizumab,Punjab,,,"MCB-Z1-10430 Near Kesri DrycleanerGandhi MarketBathinda,Bathinda,151001",,,,,
S M MEDICAL AGENCIES,Tocilizumab,Punjab,,,"S C F 8 THE MALL GANDHI MARKETBATHINDA,BATHINDA,151001",,,,,
SOUTHERN PHARMA DISTRIBUTORS,Tocilizumab,Tamil Nadu,,,"FIRST FLOOR,NORTH CAR STREET,DINDIGUL,,624001",,,,,
REGSON HEALTH CARE,Tocilizumab,Telangana,,,"MAYUR MARGBEGUMPETMARREDPALLY,HYDERABAD,500016",,,,,
PURAN VACCINES AND SPECIALITY,Tocilizumab,Bihar,,,"2ND FLOORSARRAF ENCLAVEBENI MADHAV LANEGOVIND MITRA RDBANKIPUR,PATNA,800004",,,,,
ADARSH MEDICAL AGENCIES,Tocilizumab,Madhya Pradesh,,,"SHOP NO. - 1 , WARD NO. 15MAIN ROAD , NEAR KALI PUTLI CHOWKBALAGHAT,BALAGHAT,481001",,,,,
CHIRAG MEDILINES,Tocilizumab,Maharashtra,,,"PLOT NO. 9, WARD NO. 5,JAIL WARD, DHANTOLI,NAGPUR,440012",,,,,
VINAYAK ENTERPRISES,Tocilizumab,Uttarakhand (Uttaranchal),,,"LANE CSTREET 3VASANT VIHAR ENCLAVE,DEHRADUN,248001",,,,,
M/s. Prasanna Medical & General Sto,Tocilizumab,Maharashtra,,,"Gala No. 1 Ground Floor , Milkat No 457/2,Cts No.1287, Near Vithhal Mandir,Main Road, At Post, Jamkhed,Taluka Jamkhed
District Ahmednagar,,Ahmednagar,413201",,,,,
Bharath Medical & General Agencies,Tocilizumab,Karnataka,,,"NO 1980,1st & 2nd Floor,26th cross, 9th Main Road,Banashankari 2nd stage,Bengaluru 560070,BANGALORE,560070",,,,,
M/S Bharath Medical & General Agenc,Tocilizumab,Karnataka,,,"NO 1980,1st & 2nd Floor,26th cross, 9th Main Road,Banashankari 2nd stage,Bengaluru 560070,BANGALORE,560070",,,,,
Sanjivani Medicines Pvt. Ltd.,Tocilizumab,Gujarat,,,"PLOT NO.30/2,MILKAT NO.1099,CITY SURVEY NO.1014 2,BEHIND SANKET INDIAOPP. HDFC BANK,
NEARMAHAGUJARAT HOSPITAL,NADIAD,387001",,,,,
PALEPU PHARMA Pvt... Ltd...,Tocilizumab,Tamil Nadu,,,"SF NO 1199/4A1,2,3,4,5 SOUTHGF,1ST,2ND,3RD AND 3A FlrKEMPATTY COLONYSELVAPURAM BYE PASS
RDCOIMBATORE,COIMBATORE,641001",,,,,
CHELLAS VIDANKAR PHARMA DISTRIBUTOR,Tocilizumab,Tamil Nadu,,,"133-A, GROUND FLOOR, AZAD ROADOLD NAGAI SALAIVIJAYAPURAMTIRUVARUR,TIRUVARUR,610001",,,,,
MEHER DISTRIBUTORS PVT.LTD NM NH VS,Tocilizumab,Maharashtra,,,"( NAVI MUMBAI ), VINAMRA SWARAJ CHEMIST127 VICTORIA ROAD,MUSTAFA BAZAR, BYCULLA ( EAST
),BYCULLA,400010",,,,,
Dinesh Medical Stores Pvt.. Ltd,Tocilizumab,Chhattisgarh,,,"NEAR NAHAR NAKASIHAWA RD,DHAMTARI,493773",,,,,
IMPEX HEALTHCARE Pvt. Ltd.,Tocilizumab,Delhi,,,"B-6/5, Ground Floor,Okhla Indl. Area, Ph -2,New Delhi,110020",,,,,
A.N. PHARMA,Remdesivir,Maharashtra,,,"G1/G2, KANTI EMPIRE,LAL GODOWN, COLLEGE ROAD,VASAI (W),THANE.LBT NO
67 343 2011,VASAI (W),401202",,,,,
ATOR HEALTHCARE PVT. LTD.,Remdesivir,Maharashtra,,,"SONMUR APARTMENTS,DARUWALLA COMPOUND,S.V.ROAD,MALAD (W),
MUMBAI,MALAD (W),400064",,,,,
AAKANKSHA LOGISTICS PRIVATE LTD,Remdesivir,Maharashtra,,,"1ST FLOOR,C\O MANTRI HOSPITALSURVEY NO 69 15.B.T. KAWADE
ROADGHORPADIPUNE,PUNE,411036",,,,,
AUROBINDO DRUGS,Remdesivir,Andhra Pradesh,,,"D.NO:8-72, BLOCK-IIPRASAD PLAZA,KAMAIAHTHOPU CENTER,M.G.
ROADVIJAYAWADA,VIJAYAWADA,520007",,,,,
AJAY AGENCIES,Remdesivir,Maharashtra,,,"PATNI CHOWK,WASHIMWASHIM,WASHIM,444505",,,,,
ANAND AGENCIES (CHQ),Remdesivir,Maharashtra,,,"C.S NO 3297/A/11A, ANAND NIWAS FIRSNEAR PANDURANG TALKIES JAMNER
RDBHUSAWAL 425201,BHUSAWAL,425201",,,,,
ANIL MEDICAL STORES,Remdesivir,Maharashtra,,,"SHOP NO.01, HOUSE NO.3-10-53 CST NOGANDHI CHOWK, AURNGABAD.TAL
AURNGABAD DIST. AURANGABADPIN : 431 001,AURNGABAD,431001",,,,,
"APTE AGENCIES, (CHQ)",Remdesivir,Maharashtra,,,"729/3/4 CHATRAPATI COLONYKURDUWADI ROADBARSHIDIST
SOLAPUR,BARSHI,413401",,,,,
APEX PHARMA,Remdesivir,Maharashtra,,,"HALL NO. 3 , 2 ND FLOORNAGAR PARISHAD COMPLEX,DATTA
CHOWK,YAWATMAL,YAVATMAL,445001",,,,,
ANGI AGENCY,Remdesivir,Gujarat,,,"GF-39,STATION ROADSHIVGANGA COMPLEXBALVA,AHMEDABAD,382220",,,,,
A.B.C. DISTRIBUTORS,Remdesivir,Gujarat,,,"401/402/403SURAT DAWA BAZARVASTADEVDI
RDKATARGAMSURAT,SURAT,395004",,,,,
AMAR ENTERPRISE,Remdesivir,Gujarat,,,"IST FLOOR, MINAL SHOPPING CENTRESUMAIR CLUB RD,JAMNAGARTELE 0288
2557207 2550151(R)02882563127,JAMNAGAR,361005",,,,,
ANKUR DISTRIBUTORS,Remdesivir,Gujarat,,,"8. A TO Z, SUPER MARKET,MEMON MARKET COMPLEX,STATION
ROADKALOL,KALOL,382721",,,,,
AMEE ENTERPRISE,Remdesivir,Gujarat,,,"B/H. GUJRATI KUMAR SHALA NO 1SHIYAPURAROAPURA, BARODABARODA 390
001,BARODA,390001",,,,,
ARMAAN PHARMA DISTRIBUTORS,Remdesivir,Punjab,,,"PINDI STREET,LUDHIANA,LUDHIANA,141008",,,,,
APEX SALES,Remdesivir,Jammu & Kashmir,,,"RAGHUNATHPURA,OPP. UNION BANK OF INDIA,JAMMU,JAMMU,180001",,,,,
AGGARWAL MEDICOSE,Remdesivir,Haryana,,,"CROSS ROAD NO. 1OPP DATTA HOSPITALAMBALA CANTT,AMBALA,133001",,,,,
AKSHAYA MEDICAL & SURGICAL AGENCIES,Remdesivir,Telangana,,,"PLOT NO F-4/B/1GANDHI NAGAR IDAQUTHBULLAPUR MANDALMEDCHAL
MALKAJGIRI,HYDERABAD,500037",,,,,
AVIGHNA ASSOCIATES TRIVANDRUM,Remdesivir,Kerala,,,"TC-25/2884 (7)VANCHIYOORAMBUJAVILASAM ROADPARVATHY
MANDIRAM,TRIVANDRUM,695035",,,,,
AVIGHNA ASSOCIATES MAVELIKKARA,Remdesivir,Kerala,,,"V 188 G 1ST FLOOR THRIKKAKARACOCHIN PUBLIC SCHOOL
ROADTHRIKKAKARACOCHINERNAKULAM,ERNAKULAM,682021",,,,,
AVIGHNA ASSOCIATES ERNAKULAM,Remdesivir,Kerala,,,"V 188 G 1ST FLOOR THRIKKAKARACOCHIN PUBLIC SCHOOL
ROADTHRIKKAKARACOCHINERNAKULAM,ERNAKULAM,682021",,,,,
AVIGHNA ASSOCIATES CANANNORE,Remdesivir,Kerala,,,"V 188 G 1ST FLOOR THRIKKAKARACOCHIN PUBLIC SCHOOL
ROADKANAYANNURTHRIKKAKARAERNAKULAM,ERNAKULAM,682021",,,,,
AVIGHNA ASSOCIATES CALICUT,Remdesivir,Kerala,,,"UGRA ARCADE THALICHALAPPURACalicutCalicutCalicut,CALICUT,673002",,,,,
BHARAT DISTRIBUTORS(CHQ),Remdesivir,Maharashtra,,,"MEDICINE MARKET18 A RADHAKISHAN WADIJILHA PETHJALGAON,JALGAON
431 001,431001",,,,,
